32,512,1,1,0.6359081063366449
32,512,1,0,0.6359081063366449
32,512,2,1,0.7672543015767439
32,512,2,0,0.7638491088517558
32,512,4,1,0.895683976396352
32,512,4,0,0.8814562434674015
32,512,8,1,0.9712711103526779
32,512,8,0,0.9597756761421261
64,512,1,1,0.6376746955009182
64,512,1,0,0.6376746955009182
64,512,2,1,0.7713091181985833
64,512,2,0,0.7676091707502477
64,512,4,1,0.9004058694973462
64,512,4,0,0.886893692442838
64,512,8,1,0.9775889451465338
64,512,8,0,0.9679396063085267
128,512,1,1,0.6430830568391822
128,512,1,0,0.6430830568391822
128,512,2,1,0.7834464196027404
128,512,2,0,0.7816526819771061
128,512,4,1,0.9307520317714565
128,512,4,0,0.9106544136611058
128,512,8,1,0.9936530775689716
128,512,8,0,0.9876571459598241
32,1024,1,1,0.6376746955009182
32,1024,1,0,0.6376746955009182
32,1024,2,1,0.7713091181985833
32,1024,2,0,0.7676091707502477
32,1024,4,1,0.9004058694973462
32,1024,4,0,0.886893692442838
32,1024,8,1,0.9775889451465338
32,1024,8,0,0.9679396063085267
64,1024,1,1,0.6430830568391822
64,1024,1,0,0.6430830568391822
64,1024,2,1,0.7834464196027404
64,1024,2,0,0.7816526819771061
64,1024,4,1,0.9307520317714565
64,1024,4,0,0.9106544136611058
64,1024,8,1,0.9936530775689716
64,1024,8,0,0.9876571459598241
128,1024,1,1,0.6636111719796852
128,1024,1,0,0.6636111719796852
128,1024,2,1,0.8041490605662781
128,1024,2,0,0.8028265426628375
128,1024,4,1,0.9566128803935752
128,1024,4,0,0.9382702163926288
128,1024,8,1,0.9982062623743656
128,1024,8,0,0.9963194443097795
