32,1,1,1,0.3899566206370968
32,1,1,0,0.3899566206370968
32,1,2,1,0.4977534648223812
32,1,2,0,0.49686726147652727
32,1,4,1,0.5915455812970372
32,1,4,0,0.6014004727710628
32,1,8,1,0.7489465427404045
32,1,8,0,0.724163875869478
64,1,1,1,0.49185255282799706
64,1,1,0,0.49185255282799706
64,1,2,1,0.6088081243709799
64,1,2,0,0.6051198119775133
64,1,4,1,0.7197580684257577
64,1,4,0,0.7012971147003101
64,1,8,1,0.8505981387790561
64,1,8,0,0.8202519765049459
128,1,1,1,0.552257879356116
128,1,1,0,0.552257879356116
128,1,2,1,0.6635239090681678
128,1,2,0,0.6618697921009612
128,1,4,1,0.7739095529618002
128,1,4,0,0.7558946096729968
128,1,8,1,0.8921314063096902
128,1,8,0,0.8738760052202613
32,2,1,1,0.49185255282799706
32,2,1,0,0.49185255282799706
32,2,2,1,0.6088081243709799
32,2,2,0,0.6051198119775133
32,2,4,1,0.7197580684257577
32,2,4,0,0.7012971147003101
32,2,8,1,0.8505981387790561
32,2,8,0,0.8202519765049459
64,2,1,1,0.552257879356116
64,2,1,0,0.552257879356116
64,2,2,1,0.6635239090681678
64,2,2,0,0.6618697921009612
64,2,4,1,0.7739095529618002
64,2,4,0,0.7558946096729968
64,2,8,1,0.8921314063096902
64,2,8,0,0.8738760052202613
128,2,1,1,0.5906419253688797
128,2,1,0,0.5906419253688797
128,2,2,1,0.7069885957070526
128,2,2,0,0.6987374026291345
128,2,4,1,0.8126019279285918
128,2,4,0,0.7961150551792477
128,2,8,1,0.9195455347568177
128,2,8,0,0.9021123442114632
32,4,1,1,0.552257879356116
32,4,1,0,0.552257879356116
32,4,2,1,0.6635239090681678
32,4,2,0,0.6618697921009612
32,4,4,1,0.7739095529618002
32,4,4,0,0.7558946096729968
32,4,8,1,0.8921314063096902
32,4,8,0,0.8738760052202613
64,4,1,1,0.5906419253688797
64,4,1,0,0.5906419253688797
64,4,2,1,0.7069885957070526
64,4,2,0,0.6987374026291345
64,4,4,1,0.8126019279285918
64,4,4,0,0.7961150551792477
64,4,8,1,0.9195455347568177
64,4,8,0,0.9021123442114632
128,4,1,1,0.6026454236420437
128,4,1,0,0.6026454236420437
128,4,2,1,0.7190347558480694
128,4,2,0,0.7109076700220872
128,4,4,1,0.8284546901875764
128,4,4,0,0.8103040045919683
128,4,8,1,0.927606688605209
128,4,8,0,0.9110519447024625
32,8,1,1,0.5906419253688797
32,8,1,0,0.5906419253688797
32,8,2,1,0.7069885957070526
32,8,2,0,0.6987374026291345
32,8,4,1,0.8126019279285918
32,8,4,0,0.7961150551792477
32,8,8,1,0.9195455347568177
32,8,8,0,0.9021123442114632
64,8,1,1,0.6026454236420437
64,8,1,0,0.6026454236420437
64,8,2,1,0.7190347558480694
64,8,2,0,0.7109076700220872
64,8,4,1,0.8284546901875764
64,8,4,0,0.8103040045919683
64,8,8,1,0.927606688605209
64,8,8,0,0.9110519447024625
128,8,1,1,0.6253822600318413
128,8,1,0,0.6253822600318413
128,8,2,1,0.7474281680800027
128,8,2,0,0.7443410001881
128,8,4,1,0.8635518331998534
128,8,4,0,0.8540983511188075
128,8,8,1,0.9474425179810078
128,8,8,0,0.9334804521382322
32,16,1,1,0.6026454236420437
32,16,1,0,0.6026454236420437
32,16,2,1,0.7190347558480694
32,16,2,0,0.7109076700220872
32,16,4,1,0.8284546901875764
32,16,4,0,0.8103040045919683
32,16,8,1,0.927606688605209
32,16,8,0,0.9110519447024625
64,16,1,1,0.6253822600318413
64,16,1,0,0.6253822600318413
64,16,2,1,0.7474281680800027
64,16,2,0,0.7443410001881
64,16,4,1,0.8635518331998534
64,16,4,0,0.8540983511188075
64,16,8,1,0.9474425179810078
64,16,8,0,0.9334804521382322
128,16,1,1,0.6282309092989298
128,16,1,0,0.6282309092989298
128,16,2,1,0.751779678601001
128,16,2,0,0.7492199665298255
128,16,4,1,0.8715955344659413
128,16,4,0,0.8616010223334878
128,16,8,1,0.9530835804166513
128,16,8,0,0.9398099219869571
32,32,1,1,0.6253822600318413
32,32,1,0,0.6253822600318413
32,32,2,1,0.7474281680800027
32,32,2,0,0.7443410001881
32,32,4,1,0.8635518331998534
32,32,4,0,0.8540983511188075
32,32,8,1,0.9474425179810078
32,32,8,0,0.9334804521382322
64,32,1,1,0.6282309092989298
64,32,1,0,0.6282309092989298
64,32,2,1,0.751779678601001
64,32,2,0,0.7492199665298255
64,32,4,1,0.8715955344659413
64,32,4,0,0.8616010223334878
64,32,8,1,0.9530835804166513
64,32,8,0,0.9398099219869571
128,32,1,1,0.6302301995605828
128,32,1,0,0.6302301995605828
128,32,2,1,0.7549056300091335
128,32,2,0,0.7523905189816225
128,32,4,1,0.875702708834691
128,32,4,0,0.8658904792285183
128,32,8,1,0.9553465985886679
128,32,8,0,0.9437425705326722
32,64,1,1,0.6282309092989298
32,64,1,0,0.6282309092989298
32,64,2,1,0.751779678601001
32,64,2,0,0.7492199665298255
32,64,4,1,0.8715955344659413
32,64,4,0,0.8616010223334878
32,64,8,1,0.9530835804166513
32,64,8,0,0.9398099219869571
64,64,1,1,0.6302301995605828
64,64,1,0,0.6302301995605828
64,64,2,1,0.7549056300091335
64,64,2,0,0.7523905189816225
64,64,4,1,0.875702708834691
64,64,4,0,0.8658904792285183
64,64,8,1,0.9553465985886679
64,64,8,0,0.9437425705326722
128,64,1,1,0.6340445583817965
128,64,1,0,0.6340445583817965
128,64,2,1,0.7643125718707036
128,64,2,0,0.7608433863439361
128,64,4,1,0.8890655693517141
128,64,4,0,0.8764589874011748
128,64,8,1,0.9639468433126552
128,64,8,0,0.9526395091558186
32,128,1,1,0.6302301995605828
32,128,1,0,0.6302301995605828
32,128,2,1,0.7549056300091335
32,128,2,0,0.7523905189816225
32,128,4,1,0.875702708834691
32,128,4,0,0.8658904792285183
32,128,8,1,0.9553465985886679
32,128,8,0,0.9437425705326722
64,128,1,1,0.6340445583817965
64,128,1,0,0.6340445583817965
64,128,2,1,0.7643125718707036
64,128,2,0,0.7608433863439361
64,128,4,1,0.8890655693517141
64,128,4,0,0.8764589874011748
64,128,8,1,0.9639468433126552
64,128,8,0,0.9526395091558186
128,128,1,1,0.6359081063366449
128,128,1,0,0.6359081063366449
128,128,2,1,0.7672543015767439
128,128,2,0,0.7638491088517558
128,128,4,1,0.895683976396352
128,128,4,0,0.8814562434674015
128,128,8,1,0.9712711103526779
128,128,8,0,0.9597756761421261
32,256,1,1,0.6340445583817965
32,256,1,0,0.6340445583817965
32,256,2,1,0.7643125718707036
32,256,2,0,0.7608433863439361
32,256,4,1,0.8890655693517141
32,256,4,0,0.8764589874011748
32,256,8,1,0.9639468433126552
32,256,8,0,0.9526395091558186
64,256,1,1,0.6359081063366449
64,256,1,0,0.6359081063366449
64,256,2,1,0.7672543015767439
64,256,2,0,0.7638491088517558
64,256,4,1,0.895683976396352
64,256,4,0,0.8814562434674015
64,256,8,1,0.9712711103526779
64,256,8,0,0.9597756761421261
128,256,1,1,0.6376746955009182
128,256,1,0,0.6376746955009182
128,256,2,1,0.7713091181985833
128,256,2,0,0.7676091707502477
128,256,4,1,0.9004058694973462
128,256,4,0,0.886893692442838
128,256,8,1,0.9775889451465338
128,256,8,0,0.9679396063085267
